Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,38315,46188,38315,46188
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,48247,53920,48247,53920
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,49463,54413,49463,54413
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),53365,53365
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,133047,161255,133047,161255
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),194379,194379
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,189112,243272,189112,243272
Motilal Nehru National Institute of Technology Allahabad Biotechnology for,DASA-CIWG (4,"Years, Bachelor of Technology) DASA-CIWG",OPEN Gender-Neutral,308124,308124,308124,308124
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,21796,21796,21796,21796
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,29451,29451,29451,29451
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,30484,33991,30484,33991
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,103836,103836,103836,103836
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),182113,182113
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,292989,292989,292989,292989
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,24797,27945,24797,27945
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),39532,40174
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN (PwD),Gender-Neutral,607291,607291,607291
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29703,29703,29703,29703
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),46749,46749
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS (PwD),Gender-Neutral,851905,851905,851905
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,30305,33872,30305,33872
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,117018,117018,117018,117018
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,358809,358809,358809
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,29892,31575,29892,31575
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),42962,47449
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,36113,39502,36113,39502
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Female-only,(including,Supernumerary),57658,57658
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,35540,41180,35540,41180
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),48917,48917
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,113695,122643,113695,122643
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),144126,187098
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,30465,33608,30465,33608
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),50759,53533
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,35599,36677,35599,36677
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),54464,54464
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,35657,38679,35657,38679
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),60590,72649
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,6590,6810
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,8957,8957
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,9222,9222
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,14843,14843
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,127153,127153
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,3634,5417
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),8054,11075
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,5597,6552
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),13570,16199
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,6791,8478
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),15546,15546
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,23594,35806
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,80333,252199
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"for DASA-Non CIWG (4 Years,",Bachelor of,Technology),DASA-Non,156785,931961
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,11364,11920,11364,11920
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,12897,15115,12897,15115
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,18129,18129,18129,18129
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),99738,99738
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,11807,13686,11807,13686
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),20174,24930
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,15620,16275,15620,16275
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,14782,14782,14782,14782
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),148754,148754
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,516450,516450,737665
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,7664,9744
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,10927,11567
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,14061,14922
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,62729,62729
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),98778,98778
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,205894,205894
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,8105,10104
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),16148,18128
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,10946,11789
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),22582,22582
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,14228,15815
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),103879,103879
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,175138,384878
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"for DASA-Non CIWG (4 Years,",Bachelor of,Technology),DASA-Non,533851,533851
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,15418,16357
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,20144,20144
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,EWS,(PwD),681057,681057
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,23737,25820
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,72054,72054
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,15929,17950
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),26722,26722
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,20270,20270
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,23097,23098
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,99105,99984
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),145236,145236
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,171196,171196
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,475189,475189
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,37876,41029,37876,41029
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,42175,42175,42175,42175
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Female-only,(including,Supernumerary),75596,75596
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,41774,41774,41774,41774
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,149105,169779,149105,169779
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,385441,385441,385441,385441
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,30556,37327,30556,37327
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),64982,64982
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,42738,42738,42738,42738
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,40133,49288,40133,49288
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),81252,81252
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),210110,210110
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,21016,23580,21016,23580
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),27960,30069
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,24040,27932,24040,27932
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,27285,29929,27285,29929
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,89749,108331,89749,108331
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,252509,252509,252509,252509
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,19986,24194,19986,24194
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),30434,37704
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,26740,28873,26740,28873
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,27191,29754,27191,29754
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),54429,58100
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,107787,111983,107787,111983
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),150577,158370
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC (PwD),Gender-Neutral,924546,924546,924546
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,166602,166602,166602,166602
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Female-only,(including,Supernumerary),267959,267959
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,264569,264569,549382
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,34372,36042
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),60486,61211
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,42782,43906
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),63458,63458
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,42239,47236
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),67250,67250
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,135518,135518
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,348094,348094
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,34379,37419
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),51883,59728
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,40390,40390
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),59771,59771
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,43491,51231
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,155861,155861
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,218075,218075
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),295301,295301
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,80658,80658,80658,80658
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),122706,122706
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,286943,323288,286943,323288
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,356153,504133,356153,504133
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),279619,284253
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,570733,735705,570733,735705
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),578772,578772
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,835860,835860,835860,835860
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,62847,78218,62847,78218
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),104715,104715
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,84206,86926,84206,86926
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),124831,124831
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,80683,84037,80683,84037
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),114042,115910
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,216984,216984,216984,216984
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),230282,230282
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,327598,347081,327598,347081
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),93888,93888,93888,93888
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),368821,368821,368821,368821
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),186360,218208,186360,218208
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),621990,621990,621990,621990
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),77083,88852,77083,88852
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),105395,105395,105395,105395
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),97774,107226,97774,107226
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),248079,248079,248079,248079
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),374720,374720,374720,374720
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,EWS,96015,101698
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,ST,339592,428901
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Home,State,OPEN,372423,494563
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Home,State,SC,649910,1058009
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OPEN,82025,94390
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,EWS,105415,106202
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OBC-NCL,95386,101764
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,SC,228528,228528
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,ST,432081,433698
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),114046,242369,114046,242369
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),444487,444487,444487,444487
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),366721,366721,366721,366721
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),87775,105128,87775,105128
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),106282,106282,106282,106282
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),108499,112555,108499,112555
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),255009,255009,255009,255009
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),318262,318262,318262,318262
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,EWS,Gender-Neutral,40299,42145
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,ST,Gender-Neutral,188211,274585
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OPEN,Gender-Neutral,179052,199807
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,33051,36395
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,EWS,Gender-Neutral,47440,48233
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,54930,54930
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,SC,Gender-Neutral,164856,164856
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,ST,Gender-Neutral,282230,282230
