Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,50359,52428,50359,52428
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,29390,29390,29390,29390
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,30484,30679,30484,30679
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,25583,26234,25583,26234
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),37882,37882
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29703,29709,29703,29709
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),42033,42033
Motilal Nehru National Institute of Technology Allahabad Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,30659,30918,30659,30918
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,47909,47909
Motilal Nehru National Institute of Technology Allahabad Production and,Industrial Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,54750,54750
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,92985,92985,92985,92985
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),170715,170715
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,83391,87602,83391,87602
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),126357,157975
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,94069,94920,94069,94920
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),212558,212558
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,89125,100787,89125,100787
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),169965,170521
National Institute of Technology Agartala Biotechnology and Biochemical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,220822,220822,220822,220822
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),124831,124831,124831,124831
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),119161,119161,119161,119161
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),125342,125342,125342,125342
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),126006,126887,126006,126887
"National Institute of Technology Agartala Chemical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),394852,394852,394852,394852
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,EWS,168898,182595
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,ST,509090,510820
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OPEN,113459,127501
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,EWS,188280,190166
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OBC-NCL,131951,149076
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,SC,255749,271293
"National Institute of Technology Agartala Chemistry (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,ST,515105,517539
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),369059,369059,369059,369059
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),119848,130216,119848,130216
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),132773,132773,132773,132773
"National Institute of Technology Agartala Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),138445,148379,138445,148379
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,ST,Gender-Neutral,309594,309594
"National Institute of Technology Agartala Computational Mathematics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,ST,Gender-Neutral,357290,357290
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,26346,26422,26346,26422
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),45502,45718
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29089,29089,29089,29089
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,30731,31911,30731,31911
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),52266,58488
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,103667,103667,103667,103667
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),72405,72405,72405,72405
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),82925,82925,82925,82925
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),75830,75830,75830,75830
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),214288,214288,214288,214288
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),118131,118131
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,31570,32335,31570,32335
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),57477,58355
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,35598,35598,35598,35598
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),60907,60907
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,38567,39836,38567,39836
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),63264,63264
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,120832,120832,120832,120832
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,169546,182656,169546,182656
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),160944,160944
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,44431,46429,44431,46429
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),69969,69969
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,47639,49569,47639,49569
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),74954,74954
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,53526,55571,53526,55571
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),104600,107226
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,SC,Gender-Neutral,210814,217532
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OPEN,Gender-Neutral,504794,504794
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,77792,77794
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,89369,93306
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,SC,Gender-Neutral,227679,228325
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Home,732299,732299
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,60729,65009
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,66426,69026
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),374720,374720,374720,374720
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),237342,265375,237342,265375
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),115910,120751,115910,120751
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),390149,390149,390149,390149
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,EWS,116053,134585
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,SC,250200,263521
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) All,India,ST,501003,501003
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Home,State,OPEN,672664,741304
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OPEN,96649,109216
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,EWS,141030,149467
"National Institute of Technology Agartala Physics (5 Years, Bachelor",of Science,and Master of Science (Dual,Degree)) Other,State,OBC-NCL,118380,125842
